Restaurant,Address,Author_Name,Review,Anger,Fear,Joy,Sadness,Sentiment
burger bar new york,"18 Gemmill Ln, Singapore 069255",Ankush Wagle,"Cozy burger restaurant with a dive-bar like vibe, tucked away in the back of a tiny street. Great place to grab lunch or an after-work burger and drinks. Burgers are well cooked but slightly on the expensive side (close to $20 for a single). Lunchtime deal ($25 for a burger, fries and drink) is worth it.",0.3752,0.313,0.4871,0.3022,0.5616
Royz et Vous,"18 Gemmill Ln, Singapore 069255",Rumaizah Bar,Nice and chill vibe. Not as fancy as I thought which is great. Didn't feel uptight or anything. The Beef Short Ribs were huge and so satisfying. 5 of us shared 1 of that and a few other dishes. The servers are also very quick to clear the table. Got a free Chocolate Molten lava cake for my mum's birthday too! Just didnt really like the obvious tapwater that they served for free.,0.3751,0.3141,0.34,0.3774,0.5115
Grain Traders,"18 Gemmill Ln, Singapore 069255",Steve Tan,Pretty decent food and you can catch a glimpse of the chef/owner behind the counter during the lunch service.,0.3751,0.2929,0.5005,0.3097,0.5604
Katanashi An,"18 Gemmill Ln, Singapore 069255",Joshua Kow,"One of the widest, most impressive selections of sake I've ever seen in a single Singapore izakaya. My friend and I really enjoyed their Gyusuji Daikon, a rich beef stew that had us craving for more.",0.3751,0.2624,0.5429,0.3182,0.6803
Kabuke,"18 Gemmill Ln, Singapore 069255",Ambra Liew,"I cannot emphasise how much I love their $15 gyudon lunch bowl. Thank you to chef reo and his team for always leaving my tummy and I statisfied. If you work in the cbd, you need to pop by this restaurant!",0.3748,0.2672,0.5262,0.3459,0.5912
Raku Raku Japanese Dining Stanley,"18 Gemmill Ln, Singapore 069255",Jatinder Sandhu,"A sign of a good restaurant is usually when they're always busy and a sign of a good Japanese restaurant, especially when not in Japan is when it's frequented but a lot of Japanese customers. Raku Raku ticks both these boxes and is a very authentic Japanese restaurant experience. Right down to the Japanese tv shows playing on TV's hanging on the walls. The staff were efficient and resourceful as they even helped ask the Chef to make a dish we'd ask for (kaki fried oyster) that wasn't on the menu. The food overall was pretty good but not amazing, we had beef cubes which were tasty but a little hard. And the sashimi was fresh but not outstanding. Having said that the night was fun as the drinks flowed and the atmosphere was one of working people enjoying a good night out to unwind with friends. It was a little noisy, but that was part of the charm. The price was also pretty reasonable so if you want a fun night out with no frills, be sure to give Raku Raku a try.",0.3748,0.3135,0.4426,0.3414,0.5969
Claypots Full Circle,"18 Gemmill Ln, Singapore 069255",Adrian Liew,"A very cosy environment with great tasting dishes albeit the slightly high price tag. Overall, a great place to drop by with a group of friends.",0.3746,0.3354,0.5223,0.3407,0.5872
Kitchen by Food Rebel,"18 Gemmill Ln, Singapore 069255",Grace Seah,Good food and good service. Greeted with a friendly smile and cashier was patient with my enquiries and order changes as I wasn't prepared for avocado to be sold out in the morning. Rebel breakfast is yummy and a good portion. I replace the avocado with roasted pumpkin and it was really good. The peanut butter toast is also nice. It was a small portion plate though but it is enough for breakfast if you order it with a drink. My Chia tea is yummy but a bit thick. Will come back for lunch soon.,0.3745,0.2681,0.5026,0.304,0.6788
Maggie Joan's,"18 Gemmill Ln, Singapore 069255",Freddie Wynne,"We did the five course tasting menu with the wine pairing, and it was very nice indeed. Portions weren't oversized, which is quite welcome for a tasting menu. My only complaint was the temperature of the restaurant, it was very very cold! Almost arctic!",0.3745,0.363,0.4137,0.3628,0.5432
13% Gastro Wine,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Cynthia Lim,"Very attentive staff. However, we didnt get very good wine even when we asked for recommendations. Could be a hit or miss. Bread basket was really good, and rest of the food is cooked well too. Food service is a little slow. But overall still a good place to catch up in a big group!",0.3745,0.3387,0.4229,0.4133,0.5286
IZY Fook,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",suganya kumari,Great ambience and amazing food. Service was good but it was a busy night so slightly slow. Their cocktails are delicious as well. The yuzu is a must try.,0.3742,0.3619,0.5419,0.3646,0.7081
Oven & Fried Chicken,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Samuel Xiao,The fried chicken with sweet/spicy marination was seoulllllllll good!! Service was good and responsive as well though you might need to make an advance booking to skip the queues. Highly recommended if you want a taste of some authentic korean fried chicken!,0.3742,0.2462,0.4544,0.3276,0.6003
Fotia,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Jie Bo Ti,"Food was great though the portion size was a tad small. We tried the beef kebab, beef skewers, and chicken skewers for meats. The plate is an additional $4 for 4 pieces of pita bread with dip. Of the 3, i thought the skewers were the best. We also tried their moussaka, it was okay i guess. Their baklava didn't taste like the baklava we're familiar with, has like a cinnamon kinda taste. Overall, pretty good meal.",0.3741,0.2808,0.4247,0.3325,0.5956
Shree Ganga,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Chathuranga Pathirana,"Food is bit oily, guy at the counter not helpful much, rushing and trying to finish queue. Variety of food is high.",0.374,0.3088,0.3911,0.3798,0.5165
Mapo Galmaegi Korean Restaurant (Magal BBQ),"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Jaimie Lee,"Price and quality of the meat is okay. Service is amazing especially if you go in large groups as the staff is super attentive and quick to resolve your requests. However, there are better places in the area that I think have better quality meat.",0.3738,0.3061,0.4415,0.3315,0.5732
Freehouse,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Andy Woolley,Choice and taste of beer was good. Food was greasy and horrid. Hence a mixed three.,0.3737,0.3181,0.3581,0.4143,0.4832
51 Soho,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Sebastian See,"$2 oyster deal in the cbd, what a rare gem. All other food were very very good and well priced too!",0.3736,0.2997,0.5809,0.3309,0.6638
Hachi Tei,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Quan Nguyen,I come here for lunch all the time. Good food and great service. Not too pricy for Singapore sushi. Get's a little loud for lunch though but means it's liked.,0.3735,0.2718,0.5403,0.3802,0.6834
L'Angelus,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Etienne KASPERCZYK,"Simple menu, set lunch is very good and straightforward : no added cost for this or that dish. Only drawback : kitchen is a bit slow (or they intentionally give you ample time to eat). Will definitely come back anyway.",0.3735,0.2996,0.3251,0.4115,0.514
Dong Fang Hong Restaurant,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",heather ng,"For Koreans Lovers, this place would be the best for you! Their Jjangmyeon spicy seafood noodle, dumplings, sweet sour pork are to die for. Really really delicious and you all would love it! Really convenient too as its just next to the mrt! 100% recommend this restaurant!",0.3735,0.3007,0.5282,0.316,0.5786
SUM YI TAI,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",W.M. LIEW,"Personally, I find sitting on a high stool in a somewhat dingyly dim environment ain't the most conducive way to enjoy lunch. At least there's a nostalgic factor with the canto pop songs drifting out from the pipe in. Anyway.. back to the really matter at heart.. How's the food? Smallish selection of average tasting dim sum platters complemented by some resemblance of mixed canto style roast meats (char siew and roast duck that sort of things) and noodles... Typically average quality canto style food... With slight concern over the prices though. 3.5 stars.",0.3733,0.4021,0.4047,0.3268,0.4906
Claypots Full Circle,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Howard Packham,"Strong offering on the busy bar/restaurant scene of Amoy street. It looks like a pub from the outside, but is actually a gastro-bar specializing in seafood. The cocktail and mixer offering is tremendous, the staff friendly and approachable, and the food was delicious. Some reviews have noted the small portions but I think they're fine if you approach them as tapas style and share with friends. One slight downside is that there is only one beer on tap, but on the plus side it is Pilsner Urquell.",0.3732,0.3517,0.4856,0.3626,0.625
Mapo Galmaegi Korean Restaurant (Magal BBQ),"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Benoit Dequidt,nice and authentic korean bbq. Service is very good and the meet quality is also awesome they have Soju and Korean beer. I don't put 5 stars because the side dishes are a bit pricey for what this is even though they are very nice.,0.3732,0.2462,0.4813,0.3313,0.6346
Dal In Restaurant,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Yvonne Ng Pui Zhan,"We went there for lunch and the food is quite good! I love the kimchi pancake the most! It was still nice and crispy even when it became cold . The set lunches are quite affordable, ranging from $12-18 with wide selections. The staff is also very attentive, the side dishes are constantly filled up.",0.3731,0.3367,0.4622,0.3771,0.5844
Moosehead,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Jezer Goh,"Cosy ambience, and the wine was great. Liked the fact that they had daily drink promos, but the wine bottle options were rather pricey. Would not have gone if not for the entertainer 1-for-1 promo.",0.3731,0.3193,0.4065,0.3112,0.5895
Yoyogi,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Javad Namazie,"Gyudon is out of this world... best ever anywhere I've tried. Don't know what chef Edwin puts in the rice, but I'll always keep coming back for more",0.3731,0.287,0.4588,0.3268,0.5977
L'Angelus,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Andy Kok Shin,"It is my second time for dinner here at L'Angelus, and both experiences was nothing short of magical. I would give it more than 5 starts if I could. If you are looking for a place to celebrate an occasion with perfect food, service and ambience, look no further. Why? 1. They've mastered the steak. Ordered a medium rare filet mignon (tenderloin) and was rendered speechless. It was AMAZING. Cut through like butter, like biting into a meat sponge, melts in mouth like cotton candy. Really a perfect score. 2. They've mastered everything else. Perfect scallops. Perfect turkey. Perfect sauces. Perfect vegetables. Perfect desserts. What more can I say? Everything I've had was just the best. 3. Very very cosy ambience. Comfortable chairs. Impeccable service. Friendly and polite staff. My take? Please consider L'Angelus if you're looking for romantic french fine dining. I'd recommend getting the courses set menu for some quality time and variety of food. And remember to use restaurant reservation apps to get the more bang for your buck.",0.3729,0.2566,0.4834,0.2987,0.6074
Yen Yakiniku,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Nguyen Minh Canh,"First time to this restaurant. On higher end side but not up to luxury. Food was good, the staffs are well trained, they know the food and how to cook them, which is necessary when you need when you order wagyu beef. Japanese-style BBQ, the staff cooks in front of you. Different dishes will have different textures and tastes. Everything we tried was good, the beef was sweet and and melted in your mouth, dont need any seasoning. Will come back again.",0.3728,0.3264,0.4264,0.3643,0.581
Botan,"182 Cecil St, #01-01 Frasers Tower, Singapore 069547",Joanna O,"This is a very nice Japanese restaurant with decent lunch portions. It's in demand, too - if you go during peak hours you may have to wait for a while. They do tasty sets and bento boxes presented in an eye-catching way. Would definitely recommend this place.",0.3728,0.2798,0.4891,0.3133,0.5931
Annalakshmi Janatha,"182 Cecil St, #03-01/02 Frasers Tower, Singapore 069547",Ankur Jain,It's very good for Vegetarian people. And it's pay as much as you can.,0.3725,0.2757,0.3868,0.3954,0.5387
Hyang Yeon Restaurant,"182 Cecil St, #03-01/02 Frasers Tower, Singapore 069547",Kenneth Tsang,My third time visit. Is better to make reservation for dinner to avoid disappointment or long wait. Love their seafood pancake andbraised pork trotter. Kimchi soup is a bit too sour coz I prefer spicy than sour. (Personal preference only),0.3725,0.3,0.3246,0.3792,0.4881
